qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.05585908889770508,0.07692193984985352,0.08378100395202637,0.07432293891906738,0.08675885200500488,0.0877685546875,0.04683661460876465
0.06682133674621582,0.11692643165588379,0.13924098014831543,0.09973311424255371,0.10072970390319824,0.0927591323852539,0.03986716270446777
0.053856849670410156,0.08776545524597168,0.06382369995117188,0.061225175857543945,0.06881260871887207,0.08065199851989746,0.049442291259765625
0.04598569869995117,0.06887674331665039,0.07817792892456055,0.08478355407714844,0.08380484580993652,0.08253073692321777,0.03690171241760254
0.04986929893493652,0.07393050193786621,0.06810832023620605,0.0731818675994873,0.07778429985046387,0.07459855079650879,0.040895700454711914
0.047051191329956055,0.07798361778259277,0.08793115615844727,0.09392595291137695,0.07649493217468262,0.07858061790466309,0.04089498519897461
0.05589699745178223,0.0768733024597168,0.08477210998535156,0.09770488739013672,0.08057546615600586,0.16922569274902344,0.061834096908569336
0.07138586044311523,0.11571764945983887,0.2080068588256836,0.1266615390777588,0.10871243476867676,0.10571670532226562,0.04643750190734863
0.05984044075012207,0.12427616119384766,0.09679412841796875,0.10377240180969238,0.07480168342590332,0.07879137992858887,0.0388951301574707
0.05385470390319824,0.10085129737854004,0.09175276756286621,0.07779407501220703,0.07986855506896973,0.08216476440429688,0.04590773582458496
0.058840274810791016,0.08078646659851074,0.07248234748840332,0.07940506935119629,0.11040186882019043,0.11830759048461914,0.03755998611450195
0.049866676330566406,0.08498549461364746,0.10823202133178711,0.06682467460632324,0.11443638801574707,0.13364553451538086,0.05585217475891113
0.06682348251342773,0.08835268020629883,0.10162925720214844,0.09275150299072266,0.08198237419128418,0.07696843147277832,0.06360936164855957
0.08092379570007324,0.08829021453857422,0.10272598266601562,0.1237635612487793,0.12406134605407715,0.22077059745788574,0.06083869934082031
0.0937509536743164,0.11578559875488281,0.10025811195373535,0.10076475143432617,0.1323390007019043,0.16302776336669922,0.06781363487243652
0.06634163856506348,0.08583188056945801,0.10599803924560547,0.09074711799621582,0.07010221481323242,0.083953857421875,0.04288482666015625
0.21958303451538086,0.20046472549438477,0.0957486629486084,0.10480904579162598,0.10595583915710449,0.10574913024902344,0.05011463165283203
0.07680606842041016,0.0784597396850586,0.08876419067382812,0.07181000709533691,0.07506179809570312,0.08777427673339844,0.05584979057312012
0.14022278785705566,0.2564072608947754,0.21958065032958984,0.21193957328796387,0.1269989013671875,0.11386656761169434,0.05702400207519531
0.07488703727722168,0.11598372459411621,0.11031055450439453,0.10472488403320312,0.08250546455383301,0.09973454475402832,0.046869754791259766
0.05338597297668457,0.07489299774169922,0.06782054901123047,0.08529376983642578,0.06981134414672852,0.08886861801147461,0.04189658164978027
0.049933433532714844,0.07480072975158691,0.09574007987976074,0.09175562858581543,0.08470726013183594,0.09104084968566895,0.050966739654541016
0.04588484764099121,0.07878494262695312,0.22585177421569824,0.16921329498291016,0.0978097915649414,0.10399198532104492,0.04896736145019531
0.05595684051513672,0.10271716117858887,0.09311318397521973,0.07387018203735352,0.06882715225219727,0.08790946006774902,0.05039715766906738
0.0598452091217041,0.10770845413208008,0.12036418914794922,0.18913698196411133,0.1611340045928955,0.19247817993164062,0.04155850410461426
0.05684852600097656,0.08976006507873535,0.0857703685760498,0.07913756370544434,0.08404350280761719,0.07679295539855957,0.040827274322509766
0.057525634765625,0.07786417007446289,0.0907590389251709,0.07551336288452148,0.07779383659362793,0.08377575874328613,0.035074472427368164
0.053862810134887695,0.09574532508850098,0.08394074440002441,0.08490943908691406,0.06729507446289062,0.06881451606750488,0.038892507553100586
0.052869319915771484,0.07776260375976562,0.0726919174194336,0.0661158561706543,0.08154535293579102,0.08153319358825684,0.034905433654785156
0.05486464500427246,0.0767831802368164,0.06583166122436523,0.06449222564697266,0.07180953025817871,0.07984161376953125,0.034928321838378906
0.05524897575378418,0.07779121398925781,0.07754755020141602,0.06981658935546875,0.07778477668762207,0.08877229690551758,0.03889751434326172
0.06183505058288574,0.13962650299072266,0.09881591796875,0.09705734252929688,0.09826397895812988,0.09185314178466797,0.036438941955566406
0.051111459732055664,0.08116412162780762,0.07125401496887207,0.07480263710021973,0.07379937171936035,0.0890350341796875,0.03884530067443848
0.050864219665527344,0.07380509376525879,0.07081794738769531,0.0807805061340332,0.06683540344238281,0.07674002647399902,0.03489851951599121
0.048654794692993164,0.06881260871887207,0.06774592399597168,0.08379602432250977,0.07993698120117188,0.09104275703430176,0.03889775276184082
0.054080963134765625,0.07997512817382812,0.07761931419372559,0.07679271697998047,0.07874798774719238,0.0725717544555664,0.030218124389648438
0.05191445350646973,0.06848669052124023,0.06781911849975586,0.06781911849975586,0.0797736644744873,0.07883763313293457,0.039144277572631836
0.04687356948852539,0.08877015113830566,0.07971310615539551,0.059778451919555664,0.08005619049072266,0.07681822776794434,0.0398867130279541
0.053170204162597656,0.09574556350708008,0.11071443557739258,0.10480165481567383,0.10800480842590332,0.09006762504577637,0.04763936996459961
0.0670161247253418,0.07522439956665039,0.0679481029510498,0.08079648017883301,0.06950187683105469,0.07908368110656738,0.0428924560546875
0.053540706634521484,0.07685351371765137,0.07345390319824219,0.06482696533203125,0.07779455184936523,0.07447504997253418,0.03889608383178711
0.05884385108947754,0.07679438591003418,0.06613421440124512,0.07389640808105469,0.0750420093536377,0.07213354110717773,0.03290510177612305
0.05186343193054199,0.09356069564819336,0.07480311393737793,0.07380318641662598,0.07247161865234375,0.07081413269042969,0.04257965087890625
0.05037045478820801,0.06808066368103027,0.07792043685913086,0.09481573104858398,0.07748770713806152,0.07346940040588379,0.03693366050720215
0.05075192451477051,0.08479547500610352,0.07288479804992676,0.07088160514831543,0.07086014747619629,0.08583593368530273,0.03990817070007324
0.05089521408081055,0.060465097427368164,0.07545161247253418,0.0903787612915039,0.1000065803527832,0.09798574447631836,0.05194425582885742
0.06890559196472168,0.1233973503112793,0.08582186698913574,0.06853032112121582,0.08531355857849121,0.08533501625061035,0.03525876998901367
0.05208587646484375,0.07766127586364746,0.07481670379638672,0.07679247856140137,0.06981062889099121,0.08477258682250977,0.04787278175354004
0.06984639167785645,0.07385396957397461,0.08415508270263672,0.07408356666564941,0.08086752891540527,0.07586073875427246,0.03490638732910156
0.05484461784362793,0.07978606224060059,0.05784487724304199,0.04987072944641113,0.06980133056640625,0.06978082656860352,0.03390789031982422
0.04587864875793457,0.06070828437805176,0.06582188606262207,0.048866987228393555,0.06383442878723145,0.07134413719177246,0.03214144706726074
0.04761552810668945,0.06083846092224121,0.06881356239318848,0.0638284683227539,0.06781935691833496,0.06882357597351074,0.02893662452697754
0.04487919807434082,0.0633554458618164,0.06681966781616211,0.061360836029052734,0.06283283233642578,0.06482768058776855,0.02891826629638672
0.03889584541320801,0.08477282524108887,0.08377623558044434,0.07978487014770508,0.08353614807128906,0.08875727653503418,0.04796338081359863
0.05886363983154297,0.055055856704711914,0.06014275550842285,0.06688594818115234,0.07348918914794922,0.051865577697753906,0.04040932655334473
0.03690338134765625,0.0623626708984375,0.07080817222595215,0.07009315490722656,0.06183266639709473,0.06581616401672363,0.031931161880493164
0.04986405372619629,0.08776617050170898,0.06981468200683594,0.0780172348022461,0.07579565048217773,0.07029128074645996,0.038892507553100586
0.04342055320739746,0.0643608570098877,0.07280516624450684,0.06980729103088379,0.07633566856384277,0.07081222534179688,0.03590679168701172
0.04289054870605469,0.0670766830444336,0.07033348083496094,0.05585026741027832,0.06482672691345215,0.07379603385925293,0.036904096603393555
0.04886794090270996,0.0553739070892334,0.06737351417541504,0.0648193359375,0.06635355949401855,0.05784416198730469,0.039897918701171875
0.03589987754821777,0.05537819862365723,0.07979750633239746,0.06682181358337402,0.056861162185668945,0.07779312133789062,0.03191375732421875
0.04519009590148926,0.07679200172424316,0.09127688407897949,0.09227585792541504,0.08829331398010254,0.08875894546508789,0.04288220405578613
0.05737137794494629,0.0718240737915039,0.05785536766052246,0.06083846092224121,0.07380366325378418,0.07280373573303223,0.03891253471374512
0.05641913414001465,0.07092452049255371,0.07889890670776367,0.06695032119750977,0.08040499687194824,0.06582403182983398,0.03390932083129883
0.049869537353515625,0.06083512306213379,0.08037686347961426,0.08693385124206543,0.07280325889587402,0.0670619010925293,0.037891387939453125
0.04188871383666992,0.06180596351623535,0.07184743881225586,0.05810952186584473,0.07544207572937012,0.071319580078125,0.030917882919311523
0.05585145950317383,0.06981420516967773,0.0732269287109375,0.06297492980957031,0.057999610900878906,0.06493043899536133,0.03198361396789551
0.04603242874145508,0.05912613868713379,0.06388640403747559,0.05492877960205078,0.05608534812927246,0.06799459457397461,0.03203439712524414
0.040003061294555664,0.07527375221252441,0.1517491340637207,0.06902670860290527,0.07787728309631348,0.0889289379119873,0.04089021682739258
0.06283044815063477,0.09339427947998047,0.07281613349914551,0.09873700141906738,0.14660882949829102,0.07720398902893066,0.023976564407348633
0.033006906509399414,0.06981039047241211,0.05684638023376465,0.06283831596374512,0.06183791160583496,0.07081007957458496,0.02892470359802246
0.05601859092712402,0.08032464981079102,0.09374833106994629,0.07982754707336426,0.05186128616333008,0.06881284713745117,0.0530085563659668
0.06946372985839844,0.09275293350219727,0.0797872543334961,0.07103157043457031,0.07416176795959473,0.0638570785522461,0.027925968170166016
0.04831266403198242,0.06382966041564941,0.06484150886535645,0.07082891464233398,0.07433152198791504,0.05884265899658203,0.03290200233459473
0.052385807037353516,0.061354875564575195,0.10524392127990723,0.06881594657897949,0.06981086730957031,0.07380008697509766,0.0388946533203125
0.04491424560546875,0.05884122848510742,0.07280635833740234,0.0628354549407959,0.071807861328125,0.06634712219238281,0.03689980506896973
0.044403791427612305,0.06582188606262207,0.06682157516479492,0.06933712959289551,0.09874343872070312,0.09355831146240234,0.04939675331115723
0.05868959426879883,0.10372090339660645,0.08488655090332031,0.0932779312133789,0.08377575874328613,0.09476637840270996,0.04435014724731445
0.05884122848510742,0.07380485534667969,0.07163405418395996,0.05790591239929199,0.07679510116577148,0.06682205200195312,0.03291034698486328
0.05285000801086426,0.0603642463684082,0.059836387634277344,0.06882596015930176,0.07153582572937012,0.060836076736450195,0.03291463851928711
0.05285930633544922,0.06944417953491211,0.05684852600097656,0.06136608123779297,0.06482696533203125,0.07553267478942871,0.034902095794677734
0.042886972427368164,0.0608372688293457,0.0678107738494873,0.06495022773742676,0.05887341499328613,0.06682300567626953,0.03091287612915039
0.04288434982299805,0.06682467460632324,0.06582427024841309,0.07633209228515625,0.06136274337768555,0.07931733131408691,0.038900136947631836
0.050864219665527344,0.053861379623413086,0.07433485984802246,0.07134652137756348,0.05684924125671387,0.06482172012329102,0.04088759422302246
0.1017293930053711,0.10033845901489258,0.06983685493469238,0.07233357429504395,0.08583545684814453,0.08676338195800781,0.045882225036621094
0.0937502384185791,0.09175586700439453,0.09128546714782715,0.07778692245483398,0.07879066467285156,0.07779288291931152,0.03590750694274902
0.050864219665527344,0.06435370445251465,0.06382942199707031,0.08216977119445801,0.06136727333068848,0.07081341743469238,0.0359039306640625
0.04087972640991211,0.05437803268432617,0.07180213928222656,0.06981444358825684,0.1667623519897461,0.08179998397827148,0.03989219665527344
0.060943603515625,0.0733647346496582,0.07858967781066895,0.06583881378173828,0.058434247970581055,0.07879066467285156,0.03989243507385254
0.04587960243225098,0.06640934944152832,0.06395101547241211,0.06879425048828125,0.06634974479675293,0.0790245532989502,0.03789782524108887
0.04189133644104004,0.07023859024047852,0.05466485023498535,0.06483578681945801,0.07081484794616699,0.08030939102172852,0.030914783477783203
0.05385446548461914,0.07034707069396973,0.09128880500793457,0.071807861328125,0.0827782154083252,0.08529806137084961,0.05401206016540527
0.06956934928894043,0.12790799140930176,0.10278987884521484,0.09906768798828125,0.08681368827819824,0.09632086753845215,0.04587745666503906
0.05085349082946777,0.11171221733093262,0.08638286590576172,0.0571746826171875,0.07381343841552734,0.07899737358093262,0.03793501853942871
0.04986238479614258,0.07289743423461914,0.06925606727600098,0.06382989883422852,0.06981682777404785,0.06941819190979004,0.039891719818115234
0.046872615814208984,0.07297611236572266,0.06437015533447266,0.0707855224609375,0.06835556030273438,0.07196402549743652,0.028529882431030273
0.0418856143951416,0.05585122108459473,0.08745408058166504,0.0977332592010498,0.14812469482421875,0.12685060501098633,0.061275482177734375
0.055855512619018555,0.059854745864868164,0.06886696815490723,0.06157350540161133,0.05784344673156738,0.06282925605773926,0.044875144958496094
0.04588484764099121,0.07080388069152832,0.08438539505004883,0.05984234809875488,0.06382966041564941,0.07978606224060059,0.03830313682556152
0.046875953674316406,0.07080268859863281,0.07480573654174805,0.17075371742248535,0.25394201278686523,0.1149141788482666,0.04113364219665527
